text,label
"Basmati rice with mint prepared mild and soothing-cool with mint, fennel, and refreshing, sweet, or coconut. Light, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Cardamom rice pudding (cool) prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Pumpkin soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Blueberry smoothie prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Rasam with cumin made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Great",Kapha
"Soft chapati with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Carom seed tea made airy and lively with ginger, and energizing, and lemon. Warming, non-oily, pepper, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Dry roasted chickpeas made unheavy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mo",Kapha
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Pomegranate juice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Barley porridge made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Feel",Kapha
"Roasted squash seeds made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mustard greens curry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Fe",Kapha
"Moong dal soup served comforting with gentle spices and a touch of natural sweetness. Soft, it grounds restlessness, and comforting, moist, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"and lifts sluggish moods—a bright pick‑me‑up for slow mornings., pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, Barley porridge made unheavy and lively with ginge",Kapha
"Cardamom banana mash served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Rice pudding with cardamom served warm with gentle spices and a touch of natural sweetness. Soft, soothes roughness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or b",Vata
"Barley porridge made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"Semolina halwa served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Soft chapati with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, , and supports smooth digestion—ideal for cool breezes or b",Vata
"Roasted fennel prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted pearl onions made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Green bean saute (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"settling irritability while staying easy to digest, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, Roasted fennel prepared mild and cooling with mint, perfect for hot afternoons.",Pitta
"Turmeric coconut milk (mild) prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Zucchini soup prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted pumpkin seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Cucumber soup prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoo",Pitta
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mashed yams with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Kitchari with mung dal served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Almond date smoothie served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Bitter gourd stir-fry made airy and lively with ginger, pepper, it cuts heaviness and dampness, dry, and energizing, and lemon. Warming, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut curry prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Paneer and peas served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Carom seed tea made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Cardamom banana mash served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Creamy lentil dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Sweet lassi prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cucumber soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, settling irritability while staying easy to digest, it eases inner heat and intensity, perfect for hot afternoons",Pitta
"Oatmeal with raisins served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or b",Vata
"Mint lemonade prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, perfect for hot afternoons., settling irritability while staying easy to digest",Pitta
"Spiced carrot mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Cucumber soup prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Coconut-lime lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Pumpkin soup served warm with gentle spices and a touch of natural sweetness. Soft, scattered, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, moist",Vata
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted pumpkin seeds made unheavy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mor",Kapha
"Roasted pumpkin seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Turnip soup made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Coconut rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Clear",Pitta
"Warm pear compote served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, scatte, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, moist",Vata
"Pumpkin soup served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Almond date smoothie served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"it grounds restlessness, moist, and comforting, Creamy polenta served cozy with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Black tea with ginger made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Cardamom rice pudding (cool) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Mashed yams with ghee served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Warm milk with nutmeg served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Carrot ginger soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or bus",Vata
"Ginger tea with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Sweet lassi prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. C",Pitta
"Carom seed tea made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., awakens appetite, it cuts sluggishness and dampness Wake",Kapha
"Quinoa salad with lemon made airy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Baked pears with honey served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool bree",Vata
"Masala oats (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., awakens appetite, it cuts sluggishness and dampness W",Kapha
"Green bean saute (mild) prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Cilantro lime rice prepared mild and cooling with mint, fennel, it eases inner fire and intensity, sweet, and refreshing, or coconut. Light, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted fennel prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Moong dal soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, scatter, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness",Vata
"Pumpkin soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Coconut-lime lassi prepared mild and refreshing with mint, fennel, settling irritability while staying easy to digest, sweet, and refreshing, it eases inner fire and intensity, or coconut. Light, perfect for hot afternoo",Pitta
"Pomegranate juice prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Carrot ginger soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Paneer and peas served warm with gentle spices and a touch of natural sweetness. Soft, moist, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness, soothes dryness, and comforting, scatte",Vata
"Golden milk served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scattere",Vata
"Rice pudding with cardamom served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breeze",Vata
"Fennel tea prepared mild and cooling with mint, or coconut. Light, fennel, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Keep",Pitta
"Warm pear compote served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Hot lemon water made light and lively with ginger, pepper, awakens appetite, light-dry, and energizing, it cuts dullness and dampness, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mashed yams with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or",Vata
"Roasted cauliflower made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted beet soup served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Mustard greens curry made light and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., and lemon. Warming, non-oily, and energizing, it cuts dullness and dampness, awakens appetite, pepper",Kapha
"Coconut rice porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Dry roasted chickpeas made airy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., awakens appet",Kapha
"perfect for hot afternoons., fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, Mint lemonade prepared mild and cooling with mint Clea",Pitta
"Roasted sweet potato wedges (dry) made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slo",Kapha
"Carom seed tea made light and lively with ginger, pepper, and lemon. Warming, dry, awakens appetite, it cuts dullness and dampness, and energizing, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"perfect for hot aftern, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, Pear and cucumber salad prepared mild and refreshing with mint",Pitta
"Saffron milk served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, scattered, and supports smooth digestion—ideal for cool breezes or busy, soothes cold-dr",Vata
"Warm pear compote served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Semolina halwa served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, scatter, and supports smooth digestion—ideal for cool breezes or busy, soothes cold-dry feel",Vata
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Honeydew smoothie prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Butternut squash curry served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Pear and cucumber salad prepared mild and refreshing with mint, fennel, and refreshing, mildly sweet, or coconut. Light, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for",Pitta
"Lemon ginger barley water made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Paneer and peas served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Tomato pepper soup made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wake",Kapha
"Root vegetable stew served warm with gentle spices and a touch of natural sweetness. Soft, sc, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, moist",Vata
"Rose petal jam prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Rice vermicelli upma served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., and energizing, it cuts heaviness and dampness, awakens appetite, dry F",Kapha
"Millet khichdi served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Carom seed tea made light and lively with ginger, pepper, awakens appetite, dry, and energizing, it cuts heaviness and dampness, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Great f",Kapha
"Millet upma (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Masala oats (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Feel",Kapha
"Mashed yams with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Roasted fennel prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Black tea with ginger made airy and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, pepper",Kapha
"Cabbage stir-fry (mild) prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Dry roasted chickpeas made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"Sweet lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"pepper, Bitter gourd stir-fry made light and lively with ginger, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Creamy polenta served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Spiced carrot mash served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or bus",Vata
"Ajwain tea made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Basmati rice with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Mashed yams with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Butternut squash curry served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Radish stir-fry made unheavy and lively with ginger, awakens appetite, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, pepper, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wake",Kapha
"Baked pears with honey served comforting with gentle spices and a touch of natural sweetness. Soft, moist, it grounds restlessness, and comforting, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, ",Vata
"Moong dal soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Blueberry smoothie prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Black tea with ginger made unheavy and lively with ginger, pepper, it cuts heaviness and dampness, dry, and energizing, and lemon. Warming, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Saffron rice prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"it cuts sluggishness and dampness, pepper, and lemon. Warming, light-dry, and energizing, Quinoa salad with lemon made light and lively with ginger, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow",Kapha
"Butternut squash curry served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Pumpkin soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Lemon ginger barley water made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Blueberry smoothie prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cardamom banana mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Aloe vera drink prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cilantro-mint quinoa prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Quinoa salad with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Root vegetable stew served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Paneer and peas served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Moong dal soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Almond date smoothie served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Sweet potato curry served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Rice pudding with cardamom served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or b",Vata
"Roasted pearl onions made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted sweet potato wedges (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slo",Kapha
"Ginger tea with lemon made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Coriander cooler prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
