text,herb,benefits,label
therapeutic effects of badama taila,badama taila,"Almond Oil is a highly nourishing Vata-pacifying oil, used as a brain tonic and for skin and hair health.",herb_benefits_badama_taila
benefits of navaneeta,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
navaneeta for balya,navaneeta,navaneeta is beneficial for balya,herb_benefits_balya
navaneeta for chakshushya,navaneeta,navaneeta is beneficial for chakshushya,herb_benefits_chakshushya
what is navaneeta used for,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
how to use navaneeta,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
navaneeta medicinal properties,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
navaneeta health benefits,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
therapeutic effects of navaneeta,navaneeta,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",herb_benefits_navaneeta
benefits of matsyakshi,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
matsyakshi for mutrala,matsyakshi,matsyakshi is beneficial for mutrala,herb_benefits_mutrala
matsyakshi for kushtaghna,matsyakshi,matsyakshi is beneficial for kushtaghna,herb_benefits_kushtaghna
what is matsyakshi used for,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
how to use matsyakshi,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
matsyakshi medicinal properties,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
matsyakshi health benefits,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
therapeutic effects of matsyakshi,matsyakshi,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,herb_benefits_matsyakshi
benefits of mayurashikha,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
mayurashikha for grahi,mayurashikha,mayurashikha is beneficial for grahi,herb_benefits_grahi
mayurashikha for raktastambhana,mayurashikha,mayurashikha is beneficial for raktastambhana,herb_benefits_raktastambhana
what is mayurashikha used for,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
how to use mayurashikha,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
mayurashikha medicinal properties,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
mayurashikha health benefits,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
therapeutic effects of mayurashikha,mayurashikha,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,herb_benefits_mayurashikha
benefits of nagadanti,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
nagadanti for vranaropana,nagadanti,nagadanti is beneficial for vranaropana,herb_benefits_vranaropana
nagadanti for shothahara,nagadanti,nagadanti is beneficial for shothahara,herb_benefits_shothahara
what is nagadanti used for,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
how to use nagadanti,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
nagadanti medicinal properties,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
nagadanti health benefits,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
therapeutic effects of nagadanti,nagadanti,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,herb_benefits_nagadanti
benefits of nikochaka,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
nikochaka for balya,nikochaka,nikochaka is beneficial for balya,herb_benefits_balya
nikochaka for vrishya,nikochaka,nikochaka is beneficial for vrishya,herb_benefits_vrishya
what is nikochaka used for,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
how to use nikochaka,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
nikochaka medicinal properties,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
nikochaka health benefits,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
therapeutic effects of nikochaka,nikochaka,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",herb_benefits_nikochaka
benefits of rajamasha,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
rajamasha for vatahara,rajamasha,rajamasha is beneficial for vatahara,herb_benefits_vatahara
what is rajamasha used for,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
how to use rajamasha,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
rajamasha medicinal properties,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
rajamasha health benefits,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
therapeutic effects of rajamasha,rajamasha,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.",herb_benefits_rajamasha
benefits of sarpaksi,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
sarpaksi for vishaghna,sarpaksi,sarpaksi is beneficial for vishaghna,herb_benefits_vishaghna
sarpaksi for jwaraghna,sarpaksi,sarpaksi is beneficial for jwaraghna,herb_benefits_jwaraghna
what is sarpaksi used for,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
how to use sarpaksi,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
sarpaksi medicinal properties,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
sarpaksi health benefits,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
therapeutic effects of sarpaksi,sarpaksi,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,herb_benefits_sarpaksi
benefits of satina,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
satina for balya,satina,satina is beneficial for balya,herb_benefits_balya
what is satina used for,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
how to use satina,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
satina medicinal properties,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
satina health benefits,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
therapeutic effects of satina,satina,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,herb_benefits_satina
benefits of svetamarica,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
svetamarica for deepana,svetamarica,svetamarica is beneficial for deepana,herb_benefits_deepana
svetamarica for lekhana,svetamarica,svetamarica is beneficial for lekhana,herb_benefits_lekhana
what is svetamarica used for,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
how to use svetamarica,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
svetamarica medicinal properties,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
svetamarica health benefits,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
therapeutic effects of svetamarica,svetamarica,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",herb_benefits_svetamarica
benefits of upodika,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
upodika for balya,upodika,upodika is beneficial for balya,herb_benefits_balya
upodika for brimhaniya,upodika,upodika is beneficial for brimhaniya,herb_benefits_brimhaniya
what is upodika used for,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
how to use upodika,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
upodika medicinal properties,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
upodika health benefits,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
therapeutic effects of upodika,upodika,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",herb_benefits_upodika
benefits of mastu,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
mastu for deepana,mastu,mastu is beneficial for deepana,herb_benefits_deepana
mastu for lekhana,mastu,mastu is beneficial for lekhana,herb_benefits_lekhana
what is mastu used for,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
how to use mastu,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
mastu medicinal properties,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
mastu health benefits,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
therapeutic effects of mastu,mastu,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.",herb_benefits_mastu
benefits of pippali khanda,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
pippali khanda for kasahara,pippali khanda,pippali khanda is beneficial for kasahara,herb_benefits_kasahara
pippali khanda for deepana,pippali khanda,pippali khanda is beneficial for deepana,herb_benefits_deepana
what is pippali khanda used for,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
how to use pippali khanda,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
pippali khanda medicinal properties,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
pippali khanda health benefits,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
therapeutic effects of pippali khanda,pippali khanda,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.",herb_benefits_pippali_khanda
benefits of sita,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
sita for balya,sita,sita is beneficial for balya,herb_benefits_balya
sita for vrishya,sita,sita is beneficial for vrishya,herb_benefits_vrishya
what is sita used for,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
how to use sita,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
sita medicinal properties,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
sita health benefits,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
therapeutic effects of sita,sita,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",herb_benefits_sita
benefits of kanchanara guggulu,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
kanchanara guggulu for lekhana,kanchanara guggulu,kanchanara guggulu is beneficial for lekhana,herb_benefits_lekhana
kanchanara guggulu for shothahara,kanchanara guggulu,kanchanara guggulu is beneficial for shothahara,herb_benefits_shothahara
kanchanara guggulu for galaganda,kanchanara guggulu,kanchanara guggulu is beneficial for galaganda,herb_benefits_galaganda
what is kanchanara guggulu used for,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
how to use kanchanara guggulu,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
kanchanara guggulu medicinal properties,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
kanchanara guggulu health benefits,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
therapeutic effects of kanchanara guggulu,kanchanara guggulu,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.",herb_benefits_kanchanara_guggulu
benefits of mahasudarshan churna,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
mahasudarshan churna for jwaraghna,mahasudarshan churna,mahasudarshan churna is beneficial for jwaraghna,herb_benefits_jwaraghna
mahasudarshan churna for yakrituttejaka,mahasudarshan churna,mahasudarshan churna is beneficial for yakrituttejaka,herb_benefits_yakrituttejaka
mahasudarshan churna for amapachana,mahasudarshan churna,mahasudarshan churna is beneficial for amapachana,herb_benefits_amapachana
what is mahasudarshan churna used for,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
how to use mahasudarshan churna,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
mahasudarshan churna medicinal properties,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
mahasudarshan churna health benefits,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
therapeutic effects of mahasudarshan churna,mahasudarshan churna,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",herb_benefits_mahasudarshan_churna
benefits of sitopalasav,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
sitopalasav for kasahara,sitopalasav,sitopalasav is beneficial for kasahara,herb_benefits_kasahara
sitopalasav for balya,sitopalasav,sitopalasav is beneficial for balya,herb_benefits_balya
what is sitopalasav used for,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
how to use sitopalasav,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
sitopalasav medicinal properties,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
sitopalasav health benefits,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
therapeutic effects of sitopalasav,sitopalasav,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",herb_benefits_sitopalasav
benefits of shadbindu taila,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
shadbindu taila for vatahara,shadbindu taila,shadbindu taila is beneficial for vatahara,herb_benefits_vatahara
shadbindu taila for keshya,shadbindu taila,shadbindu taila is beneficial for keshya,herb_benefits_keshya
what is shadbindu taila used for,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
how to use shadbindu taila,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
shadbindu taila medicinal properties,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
shadbindu taila health benefits,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
therapeutic effects of shadbindu taila,shadbindu taila,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.",herb_benefits_shadbindu_taila
benefits of jatyadi taila,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
jatyadi taila for vranaropana,jatyadi taila,jatyadi taila is beneficial for vranaropana,herb_benefits_vranaropana
jatyadi taila for raktashodhak,jatyadi taila,jatyadi taila is beneficial for raktashodhak,herb_benefits_raktashodhak
what is jatyadi taila used for,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
how to use jatyadi taila,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
jatyadi taila medicinal properties,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
jatyadi taila health benefits,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
therapeutic effects of jatyadi taila,jatyadi taila,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.",herb_benefits_jatyadi_taila
benefits of nimbadi churna,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
nimbadi churna for kushtaghna,nimbadi churna,nimbadi churna is beneficial for kushtaghna,herb_benefits_kushtaghna
nimbadi churna for raktashodhak,nimbadi churna,nimbadi churna is beneficial for raktashodhak,herb_benefits_raktashodhak
what is nimbadi churna used for,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
how to use nimbadi churna,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
nimbadi churna medicinal properties,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
nimbadi churna health benefits,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
therapeutic effects of nimbadi churna,nimbadi churna,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",herb_benefits_nimbadi_churna
benefits of saptala,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
saptala for keshya,saptala,saptala is beneficial for keshya,herb_benefits_keshya
saptala for kushtaghna,saptala,saptala is beneficial for kushtaghna,herb_benefits_kushtaghna
what is saptala used for,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
how to use saptala,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
saptala medicinal properties,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
saptala health benefits,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
therapeutic effects of saptala,saptala,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.",herb_benefits_saptala
benefits of suranjana,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
suranjana for vatahara,suranjana,suranjana is beneficial for vatahara,herb_benefits_vatahara
suranjana for shoolaghna,suranjana,suranjana is beneficial for shoolaghna,herb_benefits_shoolaghna
what is suranjana used for,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
how to use suranjana,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
suranjana medicinal properties,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
suranjana health benefits,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
therapeutic effects of suranjana,suranjana,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",herb_benefits_suranjana
benefits of panchavalkala kwath,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
panchavalkala kwath for vranaropana,panchavalkala kwath,panchavalkala kwath is beneficial for vranaropana,herb_benefits_vranaropana
panchavalkala kwath for grahi,panchavalkala kwath,panchavalkala kwath is beneficial for grahi,herb_benefits_grahi
what is panchavalkala kwath used for,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
how to use panchavalkala kwath,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
panchavalkala kwath medicinal properties,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
panchavalkala kwath health benefits,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
therapeutic effects of panchavalkala kwath,panchavalkala kwath,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",herb_benefits_panchavalkala_kwath
benefits of rasnadi kwath,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
rasnadi kwath for vatahara,rasnadi kwath,rasnadi kwath is beneficial for vatahara,herb_benefits_vatahara
rasnadi kwath for shoolaghna,rasnadi kwath,rasnadi kwath is beneficial for shoolaghna,herb_benefits_shoolaghna
what is rasnadi kwath used for,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
how to use rasnadi kwath,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
rasnadi kwath medicinal properties,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
rasnadi kwath health benefits,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
therapeutic effects of rasnadi kwath,rasnadi kwath,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",herb_benefits_rasnadi_kwath
benefits of rasnairandadi kwath,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
rasnairandadi kwath for vatahara,rasnairandadi kwath,rasnairandadi kwath is beneficial for vatahara,herb_benefits_vatahara
rasnairandadi kwath for shoolaghna,rasnairandadi kwath,rasnairandadi kwath is beneficial for shoolaghna,herb_benefits_shoolaghna
rasnairandadi kwath for amapachana,rasnairandadi kwath,rasnairandadi kwath is beneficial for amapachana,herb_benefits_amapachana
what is rasnairandadi kwath used for,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
how to use rasnairandadi kwath,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
rasnairandadi kwath medicinal properties,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
rasnairandadi kwath health benefits,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
therapeutic effects of rasnairandadi kwath,rasnairandadi kwath,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.",herb_benefits_rasnairandadi_kwath
benefits of shankha vati,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
shankha vati for deepana,shankha vati,shankha vati is beneficial for deepana,herb_benefits_deepana
shankha vati for pachana,shankha vati,shankha vati is beneficial for pachana,herb_benefits_pachana
shankha vati for shoolaghna,shankha vati,shankha vati is beneficial for shoolaghna,herb_benefits_shoolaghna
what is shankha vati used for,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
how to use shankha vati,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
shankha vati medicinal properties,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
shankha vati health benefits,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
therapeutic effects of shankha vati,shankha vati,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.",herb_benefits_shankha_vati
benefits of shothari loha,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
shothari loha for shothahara,shothari loha,shothari loha is beneficial for shothahara,herb_benefits_shothahara
shothari loha for raktavardhak,shothari loha,shothari loha is beneficial for raktavardhak,herb_benefits_raktavardhak
what is shothari loha used for,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
how to use shothari loha,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
shothari loha medicinal properties,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
shothari loha health benefits,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
therapeutic effects of shothari loha,shothari loha,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,herb_benefits_shothari_loha
benefits of siddha makardhwaj,siddha makardhwaj,"A highly potent herbo-mineral formulation with gold, used as a supreme rejuvenator and aphrodisiac.",herb_benefits_siddha_makardhwaj
