text,label,confidence,herb,symptom,topic
saindhava lavana for health improvement,herb_benefits,1.0,saindhava lavana,,
benefits and uses of badama taila,herb_benefits,1.0,badama taila,,
panchakarma art,general_info,1.0,,,panchakarma
discovering herbal medicine,general_info,1.0,,,herbal medicine
researching virechana,general_info,1.0,,,virechana
exploring ojas,general_info,1.0,,,ojas
why use svalpa khadiradi vati,herb_benefits,1.0,svalpa khadiradi vati,,
recovering from stomach ache,disease_prediction,1.0,,stomach ache,
chronic acidity,disease_prediction,1.0,,acidity,
managing bruising,disease_prediction,1.0,,bruising,
history of meditation,general_info,1.0,,,meditation
dhattura beeja for natural treatment,herb_benefits,1.0,dhattura beeja,,
discovering digestion,general_info,1.0,,,digestion
masi for holistic health,herb_benefits,1.0,masi,,
severe tingling,disease_prediction,1.0,,tingling,
tell me about matsyakshi,herb_benefits,1.0,matsyakshi,,
tell me about manikya pishti,herb_benefits,1.0,manikya pishti,,
trimala tradition,general_info,1.0,,,trimala
diagnosis of vomiting,disease_prediction,1.0,,vomiting,
having inflammation,disease_prediction,1.0,,inflammation,
how to use sukumara kashayam,herb_benefits,1.0,sukumara kashayam,,
severe tingling,disease_prediction,1.0,,tingling,
renuka medicinal uses,herb_benefits,1.0,renuka,,
healing arthritis,disease_prediction,1.0,,arthritis,
origin of pitta,general_info,1.0,,,pitta
tintidika natural medicine,herb_benefits,1.0,tintidika,,
traditional medicine fundamentals,general_info,1.0,,,traditional medicine
info about saptadhatu,general_info,1.0,,,saptadhatu
twak (cinnamon) natural medicine,herb_benefits,1.0,twak (cinnamon),,
diagnosis of menstrual cramps,disease_prediction,1.0,,menstrual cramps,
basti tradition,general_info,1.0,,,basti
researching prabhava,general_info,1.0,,,prabhava
severe depression,disease_prediction,1.0,,depression,
origin of trimala,general_info,1.0,,,trimala
pushkarmool medicinal uses,herb_benefits,1.0,pushkarmool,,
understand saptadhatu,general_info,1.0,,,saptadhatu
quick relief from eczema,disease_prediction,1.0,,eczema,
examining ayurveda,general_info,1.0,,,ayurveda
herbal properties of nag bhasma,herb_benefits,1.0,nag bhasma,,
basics of agni,general_info,1.0,,,agni
ama methodology,general_info,1.0,,,ama
chandana therapeutic benefits,herb_benefits,1.0,chandana,,
relief from numbness,disease_prediction,1.0,,numbness,
philosophy of pitta,general_info,1.0,,,pitta
reducing sleep disorders,disease_prediction,1.0,,sleep disorders,
define kapha,general_info,1.0,,,kapha
I feel motion sickness,disease_prediction,1.0,,motion sickness,
diagnosis of depression,disease_prediction,1.0,,depression,
ayurvedic benefits of simhamoola,herb_benefits,1.0,simhamoola,,
dealing with night sweats,disease_prediction,1.0,,night sweats,
uses of vrihi,herb_benefits,1.0,vrihi,,
quick relief from bruising,disease_prediction,1.0,,bruising,
health benefits of jalavetasa,herb_benefits,1.0,jalavetasa,,
what is prana,general_info,1.0,,,prana
learn about dosha,general_info,1.0,,,dosha
researching pranayama,general_info,1.0,,,pranayama
constitution wisdom,general_info,1.0,,,constitution
what causes vomiting,disease_prediction,1.0,,vomiting,
I experience morning sickness,disease_prediction,1.0,,morning sickness,
exploring virya,general_info,1.0,,,virya
kulattha health effects,herb_benefits,1.0,kulattha,,
ancient uses of hajrul yahood bhasma,herb_benefits,1.0,hajrul yahood bhasma,,
basics of pitta,general_info,1.0,,,pitta
learn about wellness,general_info,1.0,,,wellness
reducing psoriasis,disease_prediction,1.0,,psoriasis,
saindhava lavana for health improvement,herb_benefits,1.0,saindhava lavana,,
exploring basti,general_info,1.0,,,basti
benefits of swarnapatri,herb_benefits,1.0,swarnapatri,,
having night sweats,disease_prediction,1.0,,night sweats,
dhattura beeja for natural treatment,herb_benefits,1.0,dhattura beeja,,
alleviating strains,disease_prediction,1.0,,strains,
kshara parpati benefits,herb_benefits,1.0,kshara parpati,,
nutrition viewpoint,general_info,1.0,,,nutrition
medicinal properties of kankshi,herb_benefits,1.0,kankshi,,
agnitundi vati natural medicine,herb_benefits,1.0,agnitundi vati,,
chronic headache,disease_prediction,1.0,,headache,
why is chitraka moola healthy,herb_benefits,1.0,chitraka moola,,
traditional uses of arka pushpa,herb_benefits,1.0,arka pushpa,,
science behind wellness,general_info,1.0,,,wellness
quick relief from brain fog,disease_prediction,1.0,,brain fog,
cure for inflammation,disease_prediction,1.0,,inflammation,
importance of wellness,general_info,1.0,,,wellness
preventing vomiting,disease_prediction,1.0,,vomiting,
significance of body type,general_info,1.0,,,body type
medicinal effects of vriddhi,herb_benefits,1.0,vriddhi,,
define agni,general_info,1.0,,,agni
I'm suffering from hair loss,disease_prediction,1.0,,hair loss,
treatment for vomiting,disease_prediction,1.0,,vomiting,
constant stress,disease_prediction,1.0,,stress,
advantages of icchabhedi rasa,herb_benefits,1.0,icchabhedi rasa,,
traditional cure for tingling,disease_prediction,1.0,,tingling,
fundamentals of agni,general_info,1.0,,,agni
kusumbha benefits,herb_benefits,1.0,kusumbha,,
danti moola effects,herb_benefits,1.0,danti moola,,
role of traditional medicine,general_info,1.0,,,traditional medicine
cuts treatment,disease_prediction,1.0,,cuts,
healing low energy,disease_prediction,1.0,,low energy,
alleviating stomach ache,disease_prediction,1.0,,stomach ache,
karpasa in traditional medicine,herb_benefits,1.0,karpasa,,
badama taila in herbal medicine,herb_benefits,1.0,badama taila,,
therapeutic applications of centella,herb_benefits,1.0,centella,,
dealing with nausea,disease_prediction,1.0,,nausea,
I have strains,disease_prediction,1.0,,strains,
dealing with concentration issues,disease_prediction,1.0,,concentration issues,
symptoms of sleep disorders,disease_prediction,1.0,,sleep disorders,
vasant kusumakar rasa therapeutic benefits,herb_benefits,1.0,vasant kusumakar rasa,,
role of mind-body connection,general_info,1.0,,,mind-body connection
intermittent low energy,disease_prediction,1.0,,low energy,
holistic treatment for tingling,disease_prediction,1.0,,tingling,
what makes palankya beneficial,herb_benefits,1.0,palankya,,
I'm experiencing irregular periods,disease_prediction,1.0,,irregular periods,
fundamentals of vikriti,general_info,1.0,,,vikriti
why is mastu healthy,herb_benefits,1.0,mastu,,
medicinal effects of sphatika bhasma,herb_benefits,1.0,sphatika bhasma,,
what does dhanadanayanadi kashayam do,herb_benefits,1.0,dhanadanayanadi kashayam,,
help with stomach ache,disease_prediction,1.0,,stomach ache,
significance of prana,general_info,1.0,,,prana
learning abhyanga,general_info,1.0,,,abhyanga
what is karnikara good for,herb_benefits,1.0,karnikara,,
significance of prana,general_info,1.0,,,prana
constant fever,disease_prediction,1.0,,fever,
health benefits of mahishi dugdha,herb_benefits,1.0,mahishi dugdha,,
introduction to detoxification,general_info,1.0,,,detoxification
how does ojas work,general_info,1.0,,,ojas
persistent memory problems,disease_prediction,1.0,,memory problems,
harmony methodology,general_info,1.0,,,harmony
explain cleansing,general_info,1.0,,,cleansing
dhatus system,general_info,1.0,,,dhatus
what's ama,general_info,1.0,,,ama
amritarishta medicinal uses,herb_benefits,1.0,amritarishta,,
properties of phalatrikadi kwath,herb_benefits,1.0,phalatrikadi kwath,,
punarnava natural medicine,herb_benefits,1.0,punarnava,,
emblica for health,herb_benefits,1.0,emblica,,
uses of ocimum,herb_benefits,1.0,ocimum,,
tell me about chana,herb_benefits,1.0,chana,,
managing menstrual cramps,disease_prediction,1.0,,menstrual cramps,
shadrasas fundamentals,general_info,1.0,,,shadrasas
sudden menstrual cramps,disease_prediction,1.0,,menstrual cramps,
non-toxic remedy for stomach ache,disease_prediction,1.0,,stomach ache,
therapeutic value of karpura (camphor),herb_benefits,1.0,karpura (camphor),,
digestion understanding,general_info,1.0,,,digestion
prakriti art,general_info,1.0,,,prakriti
history of natural healing,general_info,1.0,,,natural healing
krimi kuthar rasa for health,herb_benefits,1.0,krimi kuthar rasa,,
exploring virya,general_info,1.0,,,virya
researching detoxification,general_info,1.0,,,detoxification
I feel blurred vision,disease_prediction,1.0,,blurred vision,
safe treatment for stress,disease_prediction,1.0,,stress,
significance of yoga,general_info,1.0,,,yoga
yoga tradition,general_info,1.0,,,yoga
how to treat oily skin,disease_prediction,1.0,,oily skin,
what causes sore throat,disease_prediction,1.0,,sore throat,
traditional uses of tinospora,herb_benefits,1.0,tinospora,,
why use ocimum,herb_benefits,1.0,ocimum,,
nutrition theory,general_info,1.0,,,nutrition
basics of dosha,general_info,1.0,,,dosha
herbal properties of kankshi,herb_benefits,1.0,kankshi,,
science behind herbal medicine,general_info,1.0,,,herbal medicine
properties of shvet musli,herb_benefits,1.0,shvet musli,,
relief from diabetes,disease_prediction,1.0,,diabetes,
alternative medicine for brain fog,disease_prediction,1.0,,brain fog,
jatamansi for natural healing,herb_benefits,1.0,jatamansi,,
sarja natural medicine,herb_benefits,1.0,sarja,,
ama approach,general_info,1.0,,,ama
herbal medicine for chronic fatigue,disease_prediction,1.0,,chronic fatigue,
kusha medicinal uses,herb_benefits,1.0,kusha,,
healing power of tankana bhasma,herb_benefits,1.0,tankana bhasma,,
what does mudgaparni do,herb_benefits,1.0,mudgaparni,,
studying abhyanga,general_info,1.0,,,abhyanga
philosophy of virechana,general_info,1.0,,,virechana
tanduliyaka uses,herb_benefits,1.0,tanduliyaka,,
importance of kapha,general_info,1.0,,,kapha
medicinal applications of chitraka moola,herb_benefits,1.0,chitraka moola,,
amra haridra for health improvement,herb_benefits,1.0,amra haridra,,
harmony system,general_info,1.0,,,harmony
cleansing system,general_info,1.0,,,cleansing
introduction to virechana,general_info,1.0,,,virechana
intermittent hearing problems,disease_prediction,1.0,,hearing problems,
panchakarma science,general_info,1.0,,,panchakarma
temperament practice,general_info,1.0,,,temperament
varanadi ghritam nutritional benefits,herb_benefits,1.0,varanadi ghritam,,
tell me about ashwagandha,herb_benefits,1.0,ashwagandha,,
quick relief from acne,disease_prediction,1.0,,acne,
srotas methodology,general_info,1.0,,,srotas
overview of gunas,general_info,1.0,,,gunas
cure for hot flashes,disease_prediction,1.0,,hot flashes,
ojas basics,general_info,1.0,,,ojas
intermittent wounds,disease_prediction,1.0,,wounds,
chitrakaharitaki healing properties,herb_benefits,1.0,chitrakaharitaki,,
advantages of icchabhedi rasa,herb_benefits,1.0,icchabhedi rasa,,
what are the principles of dhatus,general_info,1.0,,,dhatus
natural benefits of gambhari phala,herb_benefits,1.0,gambhari phala,,
trimala tradition,general_info,1.0,,,trimala
treatment for muscle pain,disease_prediction,1.0,,muscle pain,
safe treatment for irregular periods,disease_prediction,1.0,,irregular periods,
virechana perspective,general_info,1.0,,,virechana
why use panchakola churna,herb_benefits,1.0,panchakola churna,,
dealing with sore throat,disease_prediction,1.0,,sore throat,
having oily skin,disease_prediction,1.0,,oily skin,
significance of detoxification,general_info,1.0,,,detoxification
medicine for hot flashes,disease_prediction,1.0,,hot flashes,
philosophy of vikriti,general_info,1.0,,,vikriti
uses of visha tinduka,herb_benefits,1.0,visha tinduka,,
learn about pitta,general_info,1.0,,,pitta
treatment for insomnia,disease_prediction,1.0,,insomnia,
benefits of constitution,general_info,1.0,,,constitution
burning sensation cure,disease_prediction,1.0,,burning sensation,
severe irregular periods,disease_prediction,1.0,,irregular periods,
panchamahabhutas methodology,general_info,1.0,,,panchamahabhutas
what does amrita ghrita do,herb_benefits,1.0,amrita ghrita,,
what is himasagara thailam good for,herb_benefits,1.0,himasagara thailam,,
herbal properties of panchakola churna,herb_benefits,1.0,panchakola churna,,
what does shukti bhasma do,herb_benefits,1.0,shukti bhasma,,
medicine for bruising,disease_prediction,1.0,,bruising,
history of healthy lifestyle,general_info,1.0,,,healthy lifestyle
discovering srotas,general_info,1.0,,,srotas
controlling menstrual cramps,disease_prediction,1.0,,menstrual cramps,
how does panchakarma work,general_info,1.0,,,panchakarma
recovering from sleep disorders,disease_prediction,1.0,,sleep disorders,
vikriti concepts,general_info,1.0,,,vikriti
chronic eye strain,disease_prediction,1.0,,eye strain,
irregular periods treatment,disease_prediction,1.0,,irregular periods,
priyangu wellness benefits,herb_benefits,1.0,priyangu,,
permanent cures for dry eyes,disease_prediction,1.0,,dry eyes,
constant cramps,disease_prediction,1.0,,cramps,
ginger therapeutic benefits,herb_benefits,1.0,ginger,,
significance of ama,general_info,1.0,,,ama
eladi vati therapeutic benefits,herb_benefits,1.0,eladi vati,,
understanding dosha,general_info,1.0,,,dosha
constitution perspective,general_info,1.0,,,constitution
alternative medicine for sore throat,disease_prediction,1.0,,sore throat,
dealing with strains,disease_prediction,1.0,,strains,
how to treat dry skin,disease_prediction,1.0,,dry skin,
properties of trivanga bhasma,herb_benefits,1.0,trivanga bhasma,,
benefits and applications of agnijara,herb_benefits,1.0,agnijara,,
best medicine for ear pain,disease_prediction,1.0,,ear pain,
persistent inflammation,disease_prediction,1.0,,inflammation,
tintidika health effects,herb_benefits,1.0,tintidika,,
discovering traditional medicine,general_info,1.0,,,traditional medicine
constant indigestion,disease_prediction,1.0,,indigestion,
learning balance,general_info,1.0,,,balance
natural benefits of khadiradi vati,herb_benefits,1.0,khadiradi vati,,
constipation cure,disease_prediction,1.0,,constipation,
benefits of bhunimba,herb_benefits,1.0,bhunimba,,
ancient uses of aparajita,herb_benefits,1.0,aparajita,,
recurring sore throat,disease_prediction,1.0,,sore throat,
pitta viewpoint,general_info,1.0,,,pitta
why is panchavalkala kwath healthy,herb_benefits,1.0,panchavalkala kwath,,
ayurvedic treatment for insomnia,disease_prediction,1.0,,insomnia,
tridosha perspective,general_info,1.0,,,tridosha
dhattura for health improvement,herb_benefits,1.0,dhattura,,
reducing joint pain,disease_prediction,1.0,,joint pain,
symptoms of eye strain,disease_prediction,1.0,,eye strain,
healing hot flashes,disease_prediction,1.0,,hot flashes,
exploring traditional medicine,general_info,1.0,,,traditional medicine
panchakarma basics,general_info,1.0,,,panchakarma
quick relief from diarrhea,disease_prediction,1.0,,diarrhea,
principles of natural healing,general_info,1.0,,,natural healing
prabhava science,general_info,1.0,,,prabhava
traditional applications of putikaranja,herb_benefits,1.0,putikaranja,,
arjunarishta remedy uses,herb_benefits,1.0,arjunarishta,,
principles of panchamahabhutas,general_info,1.0,,,panchamahabhutas
understanding dosha,general_info,1.0,,,dosha
sudden bloating,disease_prediction,1.0,,bloating,
managing mood swings,disease_prediction,1.0,,mood swings,
virechana theory,general_info,1.0,,,virechana
healing arthritis,disease_prediction,1.0,,arthritis,
sprains cure,disease_prediction,1.0,,sprains,
controlling concentration issues,disease_prediction,1.0,,concentration issues,
lata kasturi properties,herb_benefits,1.0,lata kasturi,,
medicine for bruising,disease_prediction,1.0,,bruising,
advantages of icchabhedi rasa,herb_benefits,1.0,icchabhedi rasa,,
properties of dhatupaushtik churna,herb_benefits,1.0,dhatupaushtik churna,,
healing restless legs,disease_prediction,1.0,,restless legs,
overview of gunas,general_info,1.0,,,gunas
detoxification wisdom,general_info,1.0,,,detoxification
studying srotas,general_info,1.0,,,srotas
turmeric properties,herb_benefits,1.0,turmeric,,
chronic wounds,disease_prediction,1.0,,wounds,
basics of prana,general_info,1.0,,,prana
natural healing art,general_info,1.0,,,natural healing
kuntalakanti tailam for health improvement,herb_benefits,1.0,kuntalakanti tailam,,
what is prakriti,general_info,1.0,,,prakriti
balarishta natural medicine,herb_benefits,1.0,balarishta,,
treatment for dry skin,disease_prediction,1.0,,dry skin,
treatment for cold,disease_prediction,1.0,,cold,
sleep apnea cure,disease_prediction,1.0,,sleep apnea,
help with sleep apnea,disease_prediction,1.0,,sleep apnea,
introduction to temperament,general_info,1.0,,,temperament
prana science,general_info,1.0,,,prana
explain prana,general_info,1.0,,,prana
investigating pranayama,general_info,1.0,,,pranayama
science behind wellness,general_info,1.0,,,wellness
managing ear pain,disease_prediction,1.0,,ear pain,
how does wellness work,general_info,1.0,,,wellness
uses of vamsha,herb_benefits,1.0,vamsha,,
properties of yavasa,herb_benefits,1.0,yavasa,,
investigating detoxification,general_info,1.0,,,detoxification
cure for numbness,disease_prediction,1.0,,numbness,
kembuka remedy uses,herb_benefits,1.0,kembuka,,
managing ear pain,disease_prediction,1.0,,ear pain,
learn about digestion,general_info,1.0,,,digestion
basics of shadrasas,general_info,1.0,,,shadrasas
alternative medicine for numbness,disease_prediction,1.0,,numbness,
simsapa medicinal uses,herb_benefits,1.0,simsapa,,
safe treatment for indigestion,disease_prediction,1.0,,indigestion,
mind-body connection approach,general_info,1.0,,,mind-body connection
exploring ojas,general_info,1.0,,,ojas
benefits of virechana,general_info,1.0,,,virechana
therapeutic applications of varunadi kashayam,herb_benefits,1.0,varunadi kashayam,,
panchamahabhutas wisdom,general_info,1.0,,,panchamahabhutas
vajra bhasma for natural healing,herb_benefits,1.0,vajra bhasma,,
I'm experiencing heartburn,disease_prediction,1.0,,heartburn,
severe vertigo,disease_prediction,1.0,,vertigo,
help with motion sickness,disease_prediction,1.0,,motion sickness,
health benefits of haritaki,herb_benefits,1.0,haritaki,,
vikriti theory,general_info,1.0,,,vikriti
vajra bhasma uses,herb_benefits,1.0,vajra bhasma,,
why is kshirabala 101 avarti healthy,herb_benefits,1.0,kshirabala 101 avarti,,
medicinal effects of tumburu,herb_benefits,1.0,tumburu,,
dealing with night sweats,disease_prediction,1.0,,night sweats,
shirodhara theory,general_info,1.0,,,shirodhara
how to use masha,herb_benefits,1.0,masha,,
natural benefits of bhumyamalaki,herb_benefits,1.0,bhumyamalaki,,
health properties of coriander,herb_benefits,1.0,coriander,,
quick relief from brain fog,disease_prediction,1.0,,brain fog,
herbal medicine for runny nose,disease_prediction,1.0,,runny nose,
prabhava principles,general_info,1.0,,,prabhava
shara medicinal uses,herb_benefits,1.0,shara,,
ayurvedic benefits of chitrak,herb_benefits,1.0,chitrak,,
dhatus approach,general_info,1.0,,,dhatus
basics of vikriti,general_info,1.0,,,vikriti
ayurvedic treatments for memory problems,disease_prediction,1.0,,memory problems,
preventing motion sickness,disease_prediction,1.0,,motion sickness,
non-toxic remedy for eye strain,disease_prediction,1.0,,eye strain,
agnitundi vati natural medicine,herb_benefits,1.0,agnitundi vati,,
srotas viewpoint,general_info,1.0,,,srotas
importance of meditation,general_info,1.0,,,meditation
what can vasa avaleha treat,herb_benefits,1.0,vasa avaleha,,
help with nausea,disease_prediction,1.0,,nausea,
uses of gandharvahastadi kashayam,herb_benefits,1.0,gandharvahastadi kashayam,,
saptaparna natural medicine,herb_benefits,1.0,saptaparna,,
properties of yavasa,herb_benefits,1.0,yavasa,,
what makes vaikranta bhasma beneficial,herb_benefits,1.0,vaikranta bhasma,,
how does eranda help,herb_benefits,1.0,eranda,,
learning pranayama,general_info,1.0,,,pranayama
effective treatment for dandruff,disease_prediction,1.0,,dandruff,
vidanga in traditional medicine,herb_benefits,1.0,vidanga,,
treatment for cold,disease_prediction,1.0,,cold,
healing power of krimi kuthar rasa,herb_benefits,1.0,krimi kuthar rasa,,
agnimantha in herbal medicine,herb_benefits,1.0,agnimantha,,
constitution practice,general_info,1.0,,,constitution
how can kasamarda help,herb_benefits,1.0,kasamarda,,
tell me about prana,general_info,1.0,,,prana
I'm experiencing ear pain,disease_prediction,1.0,,ear pain,
remedy for sore throat,disease_prediction,1.0,,sore throat,
having stress,disease_prediction,1.0,,stress,
health advantages of asanadi kwath,herb_benefits,1.0,asanadi kwath,,
fundamentals of harmony,general_info,1.0,,,harmony
remedy for diabetes,disease_prediction,1.0,,diabetes,
benefits of prakriti,general_info,1.0,,,prakriti
I'm experiencing asthma,disease_prediction,1.0,,asthma,
therapeutic value of vyoshadi vati,herb_benefits,1.0,vyoshadi vati,,
how to treat bloating,disease_prediction,1.0,,bloating,
origin of digestion,general_info,1.0,,,digestion
akika pishti therapeutic benefits,herb_benefits,1.0,akika pishti,,
safe treatment for skin rash,disease_prediction,1.0,,skin rash,
burning sensation cure,disease_prediction,1.0,,burning sensation,
investigating cleansing,general_info,1.0,,,cleansing
holistic treatment for muscle pain,disease_prediction,1.0,,muscle pain,
basti concepts,general_info,1.0,,,basti
natural healing science,general_info,1.0,,,natural healing
virechana explained,general_info,1.0,,,virechana
healing oily skin,disease_prediction,1.0,,oily skin,
natural cure for hot flashes,disease_prediction,1.0,,hot flashes,
quick relief from low energy,disease_prediction,1.0,,low energy,
non-toxic remedy for sneezing,disease_prediction,1.0,,sneezing,
effective treatments for hot flashes,disease_prediction,1.0,,hot flashes,
medicine for dandruff,disease_prediction,1.0,,dandruff,
detoxification concepts,general_info,1.0,,,detoxification
basti viewpoint,general_info,1.0,,,basti
renuka medicinal uses,herb_benefits,1.0,renuka,,
pranayama philosophy,general_info,1.0,,,pranayama
preventing memory problems,disease_prediction,1.0,,memory problems,
reducing joint pain,disease_prediction,1.0,,joint pain,
recurring skin rash,disease_prediction,1.0,,skin rash,
quick relief from low energy,disease_prediction,1.0,,low energy,
medicinal value of shatavari,herb_benefits,1.0,shatavari,,
tell me about tridosha,general_info,1.0,,,tridosha
tell me about kumkumadi thailam,herb_benefits,1.0,kumkumadi thailam,,
mahatriphala ghrita natural medicine,herb_benefits,1.0,mahatriphala ghrita,,
healing burning sensation,disease_prediction,1.0,,burning sensation,
shadrasas knowledge,general_info,1.0,,,shadrasas
principles of malas,general_info,1.0,,,malas
I'm suffering from sore throat,disease_prediction,1.0,,sore throat,
investigating abhyanga,general_info,1.0,,,abhyanga
healing itching,disease_prediction,1.0,,itching,
sudden sleep apnea,disease_prediction,1.0,,sleep apnea,
discovering malas,general_info,1.0,,,malas
shirodhara philosophy,general_info,1.0,,,shirodhara
parijata properties,herb_benefits,1.0,parijata,,
tejas philosophy,general_info,1.0,,,tejas
dry eyes symptoms,disease_prediction,1.0,,dry eyes,
controlling gastritis,disease_prediction,1.0,,gastritis,
alternative medicine practice,general_info,1.0,,,alternative medicine
alternative medicine for irregular periods,disease_prediction,1.0,,irregular periods,
shalmali wellness benefits,herb_benefits,1.0,shalmali,,
role of traditional medicine,general_info,1.0,,,traditional medicine
cure for chest pain,disease_prediction,1.0,,chest pain,
origin of basti,general_info,1.0,,,basti
srotas perspective,general_info,1.0,,,srotas
persistent fever,disease_prediction,1.0,,fever,
how does manikya pishti help,herb_benefits,1.0,manikya pishti,,
what makes ahiphena beneficial,herb_benefits,1.0,ahiphena,,
recovering from fatigue,disease_prediction,1.0,,fatigue,
dealing with nausea,disease_prediction,1.0,,nausea,
shvet musli healing properties,herb_benefits,1.0,shvet musli,,
benefits of prana,general_info,1.0,,,prana
benefits and uses of vriddhi,herb_benefits,1.0,vriddhi,,
abhayarishta for health,herb_benefits,1.0,abhayarishta,,
I'm suffering from constipation,disease_prediction,1.0,,constipation,
advantages of changeri,herb_benefits,1.0,changeri,,
why use grinjana,herb_benefits,1.0,grinjana,,
what does kasheruka do,herb_benefits,1.0,kasheruka,,
how to use panchamrita parpati,herb_benefits,1.0,panchamrita parpati,,
discovering gunas,general_info,1.0,,,gunas
brahmi vati nutritional benefits,herb_benefits,1.0,brahmi vati,,
I'm suffering from back pain,disease_prediction,1.0,,back pain,
therapeutic effects of changeri,herb_benefits,1.0,changeri,,
principles of panchamahabhutas,general_info,1.0,,,panchamahabhutas
makshika madhu therapeutic benefits,herb_benefits,1.0,makshika madhu,,
virya philosophy,general_info,1.0,,,virya
fundamentals of metabolism,general_info,1.0,,,metabolism
symptoms of indigestion,disease_prediction,1.0,,indigestion,
studying energy,general_info,1.0,,,energy
learn about preventive medicine,general_info,1.0,,,preventive medicine
controlling gastritis,disease_prediction,1.0,,gastritis,
healing dizziness,disease_prediction,1.0,,dizziness,
advantages of asphota,herb_benefits,1.0,asphota,,
basics of srotas,general_info,1.0,,,srotas
origin of virya,general_info,1.0,,,virya
holistic treatments for motion sickness,disease_prediction,1.0,,motion sickness,
uses of svalpa khadiradi vati,herb_benefits,1.0,svalpa khadiradi vati,,
tingling cure,disease_prediction,1.0,,tingling,
history of shadrasas,general_info,1.0,,,shadrasas
karmaranga natural medicine,herb_benefits,1.0,karmaranga,,
uses of rasnasaptakam kashayam,herb_benefits,1.0,rasnasaptakam kashayam,,
benefits of black pepper,herb_benefits,1.0,black pepper,,
explain cleansing,general_info,1.0,,,cleansing
managing inflammation,disease_prediction,1.0,,inflammation,
gairika medicinal uses,herb_benefits,1.0,gairika,,
intermittent stress,disease_prediction,1.0,,stress,
tintidika health effects,herb_benefits,1.0,tintidika,,
how to use neem,herb_benefits,1.0,neem,,
treatment for constipation,disease_prediction,1.0,,constipation,
preventive medicine approach,general_info,1.0,,,preventive medicine
prabhava practice,general_info,1.0,,,prabhava
I have asthma,disease_prediction,1.0,,asthma,
treatment for vomiting,disease_prediction,1.0,,vomiting,
srotas understanding,general_info,1.0,,,srotas
constant fever,disease_prediction,1.0,,fever,
history of nutrition,general_info,1.0,,,nutrition
sinusitis symptoms,disease_prediction,1.0,,sinusitis,
tagar benefits,herb_benefits,1.0,tagar,,
natural benefits of prapunnada,herb_benefits,1.0,prapunnada,,
benefits and uses of talisa,herb_benefits,1.0,talisa,,
having motion sickness,disease_prediction,1.0,,motion sickness,
what does shunthi do,herb_benefits,1.0,shunthi,,
health properties of paribhadra,herb_benefits,1.0,paribhadra,,
why use shalparni,herb_benefits,1.0,shalparni,,
kantakari for natural healing,herb_benefits,1.0,kantakari,,
jatyadi ghrita health effects,herb_benefits,1.0,jatyadi ghrita,,
kumud healing properties,herb_benefits,1.0,kumud,,
uses of mahatiktaka ghrita,herb_benefits,1.0,mahatiktaka ghrita,,
philosophy of balance,general_info,1.0,,,balance
how to treat oily skin,disease_prediction,1.0,,oily skin,
fundamentals of harmony,general_info,1.0,,,harmony
curcuma remedy uses,herb_benefits,1.0,curcuma,,
mild indigestion,disease_prediction,1.0,,indigestion,
alternative medicine knowledge,general_info,1.0,,,alternative medicine
effective treatments for runny nose,disease_prediction,1.0,,runny nose,
virya tradition,general_info,1.0,,,virya
what are the benefits of kharbhuja,herb_benefits,1.0,kharbhuja,,
traditional medicine art,general_info,1.0,,,traditional medicine
gambhari health effects,herb_benefits,1.0,gambhari,,
reducing sprains,disease_prediction,1.0,,sprains,
importance of srotas,general_info,1.0,,,srotas
mild swelling,disease_prediction,1.0,,swelling,
examining healthy lifestyle,general_info,1.0,,,healthy lifestyle
diagnosis of menstrual cramps,disease_prediction,1.0,,menstrual cramps,
mahishi dugdha for natural healing,herb_benefits,1.0,mahishi dugdha,,
holistic treatments for sore throat,disease_prediction,1.0,,sore throat,
best medicine for acne,disease_prediction,1.0,,acne,
malas system,general_info,1.0,,,malas
bhunimba remedy uses,herb_benefits,1.0,bhunimba,,
information about nasya,general_info,1.0,,,nasya
symptoms of brain fog,disease_prediction,1.0,,brain fog,
healing power of vetasa,herb_benefits,1.0,vetasa,,
discovering rasa,general_info,1.0,,,rasa
vikriti tradition,general_info,1.0,,,vikriti
I'm suffering from dry skin,disease_prediction,1.0,,dry skin,
herbal medicine theory,general_info,1.0,,,herbal medicine
benefits and uses of eranda taila,herb_benefits,1.0,eranda taila,,
what does abhraka bhasma do,herb_benefits,1.0,abhraka bhasma,,
understand srotas,general_info,1.0,,,srotas
recovering from low energy,disease_prediction,1.0,,low energy,
best medicine for psoriasis,disease_prediction,1.0,,psoriasis,
importance of gunas,general_info,1.0,,,gunas
what is shirodhara,general_info,1.0,,,shirodhara
therapeutic applications of kanchanara guggulu,herb_benefits,1.0,kanchanara guggulu,,
what causes heartburn,disease_prediction,1.0,,heartburn,
mild dandruff,disease_prediction,1.0,,dandruff,
reducing abdominal pain,disease_prediction,1.0,,abdominal pain,
dhatus approach,general_info,1.0,,,dhatus
natural benefits of raupya bhasma,herb_benefits,1.0,raupya bhasma,,
symptoms of nausea,disease_prediction,1.0,,nausea,
shirodhara theory,general_info,1.0,,,shirodhara
effective treatment for brain fog,disease_prediction,1.0,,brain fog,
information about prapunnada,herb_benefits,1.0,prapunnada,,
bhadra healing properties,herb_benefits,1.0,bhadra,,
understanding basti,general_info,1.0,,,basti
recovering from mood swings,disease_prediction,1.0,,mood swings,
sala properties,herb_benefits,1.0,sala,,
